TRY 30 AccSpecies ID,Species name standardized against TPL,Taxonomic level,Status according to TPL,Genus,Family,Phylogenetic Group within angiosperms,Phylogenetic Group General,Adaptation to terrestrial or aquatic habitats,Woodiness,Growth Form,Succulence,Nutrition type (parasitism),Nutrition type (carnivory),Leaf type,Leaf area (mm2),Leaf area (n.o.),Nmass (mg/g),Nmass (n.o.),LMA (g/m2),LMA (n.o.),Plant height (m),Plant height (n.o.),Diaspore mass (mg),Diaspore mass (n.o.),SSD observed (mg/mm3),SSD (n.o.),LDMC (g/g),LDMC (n.o.),SSD imputed (mg/mm3),SSD combined (mg/mm3),Number of traits with values
1289,Adenostyles alpina,species,accepted,Adenostyles,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,18139.15,10,26.19419343,3,49.60434227,10,0.51218054,8,1.38,NA,NA,NA,0.142693791,10,0.170641547,0.170641547,6
73717,Adenostyles leucophylla,species,accepted,Adenostyles,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,NA,2339.12,5,32.07073261,3,46.96002211,5,0.288449914,8,NA,NA,NA,NA,0.170759751,5,0.185566224,0.185566224,5
1305,Adiantum capillus-veneris,species,accepted,Adiantum,Pteridaceae,non-Angiosperm,Pteridophyte,terrestrial,non-woody,fern,NA,independent,NA,broadleaved,59.65,NA,22.1,NA,38.61131645,NA,0.425831796,7,NA,NA,NA,NA,NA,NA,NA,NA,4
1317,Adiantum pedatum,species,accepted,Adiantum,Pteridaceae,non-Angiosperm,Pteridophyte,terrestrial,non-woody,fern,NA,independent,NA,broadleaved,95.53,5,NA,NA,NA,NA,0.39,3,2.23e-5,NA,NA,NA,NA,NA,NA,NA,3
1360,Adonis aestivalis,species,accepted,Adonis,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,301.06,6,NA,NA,34.53294138,7,0.334272329,10,8.3428,5,NA,NA,0.12,5,0.15875,0.15875,5
1361,Adonis annua,species,accepted,Adonis,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.195743382,9,9.3979,2,NA,NA,NA,NA,NA,NA,2
1363,Adonis flammea,species,accepted,Adonis,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.338001516,9,2.5,3,NA,NA,NA,NA,NA,NA,2
1364,Adonis vernalis,species,accepted,Adonis,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,274.46,7,28.1,2,66.50710032,16,0.226031501,9,NA,NA,NA,NA,0.342052628,10,0.275105577,0.275105577,5
1365,Adoxa moschatellina,species,accepted,Adoxa,Adoxaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1807.64,7,37.2424489,2,26.14968019,8,0.084653746,28,32.315,10,NA,NA,0.129743082,6,0.163855375,0.163855375,6
1388,Aegilops caudata,species,accepted,Aegilops,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,6.46,9,NA,NA,NA,NA,NA,NA,1
1389,Aegilops columnaris,species,accepted,Aegilops,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,15.04,9,NA,NA,NA,NA,NA,NA,1
1390,Aegilops comosa,species,accepted,Aegilops,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,6.57,9,NA,NA,NA,NA,NA,NA,1
1392,Aegilops cylindrica,species,accepted,Aegilops,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,17.55,1,41.32231405,13,0.448604634,8,21.0964,20,NA,NA,NA,NA,NA,NA,4
1393,Aegilops geniculata,species,accepted,Aegilops,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,37,2,28.61138235,4,42.70151915,31,0.084852814,6,13.0511,16,NA,NA,0.260898997,6,0.23436831,0.23436831,6
1400,Aegilops neglecta,species,accepted,Aegilops,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,20.91,4,34.15250273,19,0.244576528,20,20.7812,14,0.247246,NA,NA,NA,NA,0.247246,5
1402,Aegilops peregrina,species,accepted,Aegilops,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,15.88,9,NA,NA,NA,NA,NA,NA,1
1405,Aegilops speltoides,species,accepted,Aegilops,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,6.51,9,NA,NA,NA,NA,NA,NA,1
1408,Aegilops triuncialis,species,accepted,Aegilops,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,17.9,1,NA,NA,0.387298335,2,11.2404,15,NA,NA,NA,NA,NA,NA,3
1409,Aegilops umbellulata,species,accepted,Aegilops,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,12.34,9,NA,NA,NA,NA,NA,NA,1
1410,Aegilops uniaristata,species,accepted,Aegilops,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.27,4,9.13,9,NA,NA,NA,NA,NA,NA,2
1412,Aegilops ventricosa,species,accepted,Aegilops,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.387298335,2,28.3464,9,NA,NA,NA,NA,NA,NA,2
1439,Aegopodium podagraria,species,accepted,Aegopodium,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,2761.61,12,27.49424823,15,35.33456851,30,0.620893798,39,2.2244,14,0.1,6,NA,NA,NA,0.1,6
1452,Aeluropus littoralis,species,accepted,Aeluropus,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,13.891,43,NA,NA,NA,NA,0.1,9,NA,NA,NA,NA,NA,NA,2
73789,Aeonium arboreum,species,accepted,Aeonium,Crassulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,succulent,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1
73792,Aeonium decorum,species,accepted,Aeonium,Crassulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,succulent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1
73793,Aeonium simsii,species,accepted,Aeonium,Crassulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,succulent,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1
1567,Aesculus carnea,species,unresolved,Aesculus,Sapindaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,20,3,NA,NA,NA,NA,NA,NA,NA,NA,1
1569,Aesculus flava,species,accepted,Aesculus,Sapindaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,29.45915849,7,13766.1783,2,0.36,2,NA,NA,NA,0.36,3
1571,Aesculus hippocastanum,species,accepted,Aesculus,Sapindaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,5885.85,45,22.0139134,24,75.34050475,66,17.03603303,41,9672.3883,38,0.5,4,NA,NA,NA,0.5,6
1575,Aesculus pavia,species,accepted,Aesculus,Sapindaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub/tree,NA,NA,NA,broadleaved,10871.14,12,NA,NA,74.73324031,6,6.496645212,16,6294.7121,15,NA,NA,NA,NA,NA,NA,4
1581,Aethionema arabicum,species,accepted,Aethionema,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.125,2,NA,NA,NA,NA,NA,NA,NA,NA,1
1590,Aethionema saxatile,species,accepted,Aethionema,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.108759575,19,0.4891,9,NA,NA,NA,NA,NA,NA,2
1592,Aethionema thomasianum,species,accepted,Aethionema,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.090235698,9,NA,NA,NA,NA,NA,NA,NA,NA,1
1593,Aethusa cynapium,species,accepted,Aethusa,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,2376.45,11,NA,NA,31.18862207,13,0.511235632,25,1.5617,18,NA,NA,0.189340134,11,0.19508423,0.19508423,5
1636,Agapanthus praecox,species,accepted,Agapanthus,Amaryllidaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1
1656,Agastache rugosa,species,accepted,Agastache,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.37,6,NA,NA,NA,NA,NA,NA,1
1679,Agave americana,species,accepted,Agave,Asparagaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,succulent,NA,independent,NA,broadleaved,181700,NA,5.9,NA,1507.6,3,1.76,3,30.19,1,NA,NA,NA,NA,NA,NA,5
1700,Agave salmiana,species,accepted,Agave,Asparagaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,succulent,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,9.33,2,NA,NA,NA,NA,NA,NA,1
1703,Agave sisalana,species,accepted,Agave,Asparagaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,succulent,NA,independent,NA,broadleaved,NA,NA,22.19977477,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1722,Ageratina adenophora,species,accepted,Ageratina,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,NA,NA,independent,NA,broadleaved,NA,NA,31.5,2,27.70083102,2,0.8,2,0.0632,8,NA,NA,NA,NA,NA,NA,4
1734,Ageratum houstonianum,species,accepted,Ageratum,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.1183,13,NA,NA,NA,NA,NA,NA,1
1810,Agrimonia eupatoria,species,accepted,Agrimonia,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,4557.53,7,16.54539211,6,54.60778094,30,0.48684316,68,6.7809,66,0.247,NA,NA,NA,NA,0.247,6
1814,Agrimonia pilosa,species,accepted,Agrimonia,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,700,2,25.38210129,8,27.59252124,4,0.489897949,4,NA,NA,NA,NA,NA,NA,NA,NA,4
1815,Agrimonia procera,species,accepted,Agrimonia,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,12370.64,12,NA,NA,51.3714726,12,1.008618235,8,8.5397,5,NA,NA,0.31,12,0.25831,0.25831,5
1833,Agropyron cristatum,species,accepted,Agropyron,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,167.75,23,15.25,13,111.9021923,18,0.429301907,5,2.829,18,NA,NA,0.433692629,2,0.387809055,0.387809055,6
1836,Agropyron desertorum,species,accepted,Agropyron,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,290,10,23.15,3,112.3595506,10,0.387298335,11,2.1044,9,NA,NA,0.42,2,0.37565,0.37565,6
1839,Agropyron fragile,species,accepted,Agropyron,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,6.8,NA,NA,NA,0.91,1,2.19,1,NA,NA,NA,NA,NA,NA,3
1869,Agrostemma githago,species,accepted,Agrostemma,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,999.75,16,23.06531301,3,56.40157924,15,0.745052291,36,13.7424,56,NA,NA,0.2,15,0.20067,0.20067,6
1904,Agrostis canina,species,accepted,Agrostis,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,81.07,10,23.26992493,28,35.60432617,56,0.264397541,56,0.0578,52,NA,NA,0.265938944,35,0.238843782,0.238843782,6
1905,Agrostis capillaris,species,accepted,Agrostis,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,167.15,22,22.56129771,110,35.54716317,149,0.26707069,257,0.0593,101,0.238945838,6,NA,NA,NA,0.238945838,6
1907,Agrostis castellana,species,accepted,Agrostis,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,115.0587686,1,0.223737788,12,0.2102,6,NA,NA,NA,NA,NA,NA,3
1908,Agrostis clavata,species,accepted,Agrostis,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.11,5,NA,NA,NA,NA,NA,NA,1
1937,Agrostis gigantea,species,accepted,Agrostis,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,153.45,8,NA,NA,56.67735386,14,0.733783059,30,0.0775,13,NA,NA,0.24,5,0.21581,0.21581,5
1957,Agrostis hyemalis,species,accepted,Agrostis,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,79.06,4,17.1312609,2,78.6279575,5,0.694952821,7,0.0489,19,NA,NA,0.344818732,4,0.308889034,0.308889034,6
1996,Agrostis mertensii,species,accepted,Agrostis,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,55.91,100,NA,NA,44.38768664,21,0.107475776,57,0.1258,31,NA,NA,0.320035664,21,0.28688167,0.28688167,5
2046,Agrostis rupestris,species,accepted,Agrostis,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,30.64,27,16.59757727,6,70.84656452,29,0.046794867,12,NA,NA,NA,NA,0.312688,27,0.280356944,0.280356944,5
2050,Agrostis scabra,species,accepted,Agrostis,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,90,4,11.13552873,4,102.2146344,9,0.76,1,0.0573,7,NA,NA,0.486068781,NA,0.434319077,0.434319077,6
2065,Agrostis stolonifera,species,accepted,Agrostis,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,234.16,30,29.16634117,24,31.66568671,67,0.365404006,81,0.0403,32,0.2412728,19,NA,NA,NA,0.2412728,6
2101,Agrostis vinealis,species,accepted,Agrostis,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,96.47,11,27.39272264,3,48.1768202,12,0.18814145,25,0.0432,20,NA,NA,0.328560834,8,0.294452021,0.29445202,6
2124,Ailanthus altissima,species,accepted,Ailanthus,Simaroubaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,NA,NA,26.94724892,5,79.49487273,8,17.14229474,39,25.737,22,0.573007264,12,NA,NA,NA,0.573007264,5
2143,Aira caryophyllea,species,accepted,Aira,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,12.87,43,27.39467365,3,62.9453634,45,0.144055347,49,0.1224,25,NA,NA,0.236187961,16,0.21242491,0.21242491,6
2144,Aira cupaniana,species,accepted,Aira,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.127286495,8,0.0447,12,NA,NA,NA,NA,NA,NA,2
2147,Aira praecox,species,accepted,Aira,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,10.67,13,NA,NA,48.25539009,14,0.100224828,32,0.1567,19,NA,NA,0.263625115,11,0.236789102,0.236789102,5
2148,Aira provincialis,species,accepted,Aira,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.173205081,2,NA,NA,NA,NA,NA,NA,NA,NA,1
73981,Aira tenorei,species,accepted,Aira,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.173205081,2,NA,NA,NA,NA,NA,NA,NA,NA,1
2162,Ajuga chamaepitys,species,accepted,Ajuga,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,70.5,18,18.53851068,3,44.48398577,15,0.097732279,19,1.4685,1,NA,NA,0.15,15,0.17447,0.17447,6
2163,Ajuga chamaepitys subsp. chia,variety or subspecies,accepted,Ajuga,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,1.7,7,NA,NA,NA,NA,NA,NA,1
2165,Ajuga genevensis,species,accepted,Ajuga,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,368.5,5,NA,NA,39.00006513,10,0.172156003,17,1.5877,NA,NA,NA,0.14,5,0.16923,0.16923,5
2168,Ajuga iva,species,accepted,Ajuga,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid/shrub,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.05,2,1.4,7,NA,NA,NA,NA,NA,NA,2
64199,Ajuga orientalis,species,accepted,Ajuga,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,407.68,1,20.62,1,78.92659826,1,NA,NA,NA,NA,NA,NA,0.2,1,0.20067,0.20067,4
2170,Ajuga pyramidalis,species,accepted,Ajuga,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,753,5,NA,NA,54.77243274,23,0.164082355,41,1.4044,39,NA,NA,0.234733892,21,0.218870559,0.218870559,5
2172,Ajuga reptans,species,accepted,Ajuga,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,19.72324312,8,30.95731715,60,0.160118153,94,1.3864,29,0.168375,2,NA,NA,NA,0.168375,5
2176,Akebia quinata,species,accepted,Akebia,Lardizabalaceae,Angiosperm_Magnoliid,Angiosperm,terrestrial,woody,climber,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,7.113786609,4,20.5,3,NA,NA,NA,NA,NA,NA,2
2237,Albizia julibrissin,species,accepted,Albizia,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,tree,NA,independent,NA,broadleaved,2332.04,40,23.5,2,44.336187,40,7.62,10,37.0465,22,NA,NA,NA,NA,NA,NA,5
2292,Alcea rosea,species,accepted,Alcea,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,8249,5,NA,NA,73.20644217,5,1.754601596,16,8.7283,10,NA,NA,0.2,5,0.20067,0.20067,5
65388,Alcea rugosa,species,accepted,Alcea,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.8,2,5.71,6,NA,NA,NA,NA,NA,NA,2
2294,Alcea setosa,species,accepted,Alcea,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,11.445,11,NA,NA,NA,NA,NA,NA,1
2299,Alchemilla alpina,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,312.24,185,NA,NA,70.02875198,30,0.102160001,86,0.3035,30,NA,NA,0.308129969,28,0.257330104,0.257330104,5
2302,Alchemilla caucasica,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,550.6,3,19.41,1,76.33587786,1,NA,NA,0.51,1,NA,NA,0.33,1,0.26879,0.26879,5
2307,Alchemilla conjuncta,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.121313286,12,NA,NA,NA,NA,NA,NA,NA,NA,1
2314,Alchemilla decumbens,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.05,2,NA,NA,NA,NA,NA,NA,NA,NA,1
2316,Alchemilla elisabethae,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,675,1,NA,NA,NA,NA,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA,2
2321,Alchemilla filicaulis,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1206,2,NA,NA,53.66137418,14,0.112592474,19,0.4583,8,NA,NA,0.294618397,10,0.25025004,0.25025004,5
2323,Alchemilla fissa,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,46.72897196,1,0.160947691,11,NA,NA,NA,NA,NA,NA,NA,NA,2
2327,Alchemilla glabra,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,928.39,201,NA,NA,47.60698288,41,0.137129765,82,0.4521,41,NA,NA,0.239769301,37,0.221509114,0.221509114,5
2329,Alchemilla glaucescens,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1523.04,27,17.8,18,55.40239738,39,0.161245155,17,0.4655,32,NA,NA,0.285340002,39,0.245388161,0.245388161,6
2330,Alchemilla glomerulans,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.346410162,10,NA,NA,NA,NA,NA,NA,NA,NA,1
2337,Alchemilla hoppeana,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.05,2,NA,NA,NA,NA,NA,NA,NA,NA,1
2338,Alchemilla hybrida,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.05,8,0.4,NA,NA,NA,NA,NA,NA,NA,2
2346,Alchemilla micans,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1
2348,Alchemilla mollis,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,7328.25,5,NA,NA,63.49206349,5,1,2,NA,NA,NA,NA,0.23,5,0.21639,0.21639,4
2349,Alchemilla monticola,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,2594.75,5,25.1,12,56.05078296,22,0.156206875,49,0.4387,18,0.1628,NA,NA,NA,NA,0.1628,6
2357,Alchemilla pentaphyllea,species,accepted,Alchemilla,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,175.33,16,37.42961156,3,52.65731518,16,0.067082039,8,NA,NA,NA,NA,0.251650797,16,0.22887692,0.22887692,5
